V(Volt),WFR(mm/s),WS(mm/s),NPD(mm),H(mm),P(mm),W(mm)
34,20,5,30,2.393800096,4.922176882,14.14822039
40,22,9,26,2.021755596,4.797098612,12.47596411
38,27,5.5,22,2.861316432,3.58313798,16.84276022
32,24,10,30,1.901848048,4.654592919,10.69136675
30,26,6.5,23,3.129435019,3.581898646,13.58579426
40,26,7,30,2.357171305,4.780132435,14.78136394
40,17,5,28,2.487358001,4.606609954,14.4886243
36,31,8.5,21,3.295360154,4.543917697,13.81715585
31,19,10,24,1.844583758,3.81843762,10.5235523
39,16,7.5,25,2.383637703,4.37703095,12.34903039
41,32,11.5,22,2.535687395,6.24001717,11.88725328
33,30,9,25,3.132477378,4.269563712,12.18893531
37,31,8.5,23,3.154859157,4.497964392,13.93029276
35,25,8.5,23,2.443627628,4.373970529,12.81008051
37,21,9.5,27,1.898320223,4.561041404,11.4462679
39,16,5.5,22,2.556469022,4.070068304,14.27449171
35,24,7,23,2.550642921,4.061361294,14.01262097
36,30,6.5,25,3.286438928,3.702661457,15.40812501
37,19,9.5,30,1.79742686,4.733930706,10.95318689
35,29,11.5,24,2.354156261,4.922422847,10.3125507
36,24,9.5,24,2.137864878,4.568098324,11.91227423
37,26,6,22,2.769296605,3.794019323,15.86053085
38,29,8,30,2.628430632,4.739287738,13.85473019
34,28,10.5,23,2.511304081,4.687803542,11.06049743
33,16,6.5,20,2.427259328,3.797856111,12.92830412
40,17,9,23,2.228219403,4.537074425,11.61608185
30,22,7.5,25,2.42838877,4.03289152,12.35618588
36,18,9.5,23,2.015518768,4.215857685,11.1211301
41,19,8,28,2.156569919,4.814987916,12.63803448
39,20,9.5,21,2.071739929,4.852844257,11.88785672
39,22,11.5,24,1.674388149,4.858710292,10.27165369
39,22,10.5,28,1.717650097,4.781526202,10.90631953
39,18,10.5,28,1.789393011,4.447385614,10.23694329
30,17,6,25,2.36269067,4.074568855,12.78453614
41,24,10.5,20,1.996591716,5.789763621,12.03181459
38,29,7,20,3.017584555,4.267551578,15.83881225
30,25,10.5,21,2.367683449,4.214126921,10.41488756
31,20,5.5,24,2.533822456,3.828449201,13.79612874
35,19,10.5,21,1.890648117,4.292336686,10.52869447
33,21,11.5,27,1.492605848,4.026748841,9.645575334
41,31,10.5,20,2.625648647,6.227330098,13.07289912
37,21,8.5,21,2.203253548,4.549081057,12.69718885
37,16,8,24,2.28793371,4.199819931,11.88305311
32,32,7,24,4.030045975,3.454802516,13.97407892
41,27,10.5,21,2.145299834,5.836399997,12.44479754
31,28,10,23,2.792263119,4.291371118,10.9382187
33,25,7.5,27,2.557678098,4.292752257,13.01109619
35,30,6.5,30,3.222475891,4.240099881,14.64561246
35,29,6.5,27,3.141993187,3.90436586,14.80727038
37,24,6,25,2.537291111,4.012071374,15.16515279
38,20,6.5,29,2.241783602,4.77276314,13.66861728
33,21,6.5,24,2.435465329,3.983012034,13.51733588
38,23,10,21,2.05017054,5.020724184,11.82157858
41,32,11.5,29,2.263413846,5.515122842,11.38455543
36,24,6,30,2.460690728,4.687479764,14.46697533
31,25,11,20,2.261778773,4.469871517,10.18664585
33,30,9.5,29,2.86422597,4.584874928,11.50277113
36,20,8.5,22,2.169010453,4.348905073,12.31643203
33,19,8.5,30,1.902704666,4.769021255,11.39740061
37,22,11.5,30,1.421251137,4.614358876,9.838902507
36,32,6,28,3.651211655,3.558429882,15.86472102
33,20,9.5,20,2.092013385,4.221855464,11.29625698
36,28,5.5,22,3.134345854,3.369005148,16.43639432
41,31,5.5,20,3.198743752,3.59189368,18.92341402
33,29,6,26,3.39425891,3.576518562,14.81805005
40,32,9.5,23,2.932665504,5.214143181,13.79327971
37,24,8,22,2.380282777,4.475311095,13.58438136
40,17,10.5,30,1.82652162,4.564097409,9.961274826
37,28,10,25,2.377497096,4.834544474,11.98496242
40,27,11.5,25,1.871951046,5.364038349,10.96559872
40,32,10.5,25,2.690596096,5.367297318,12.51998001
35,19,11.5,22,1.679945149,4.140594787,9.726201961
33,18,6,20,2.458301162,3.75958349,13.69714253
37,31,8,29,3.043033685,4.462907672,13.92434176
32,26,10,22,2.469297161,4.376156154,11.11306373
35,32,10,29,2.998152394,4.724780129,11.5394117
35,32,6.5,20,3.886955827,3.514686078,15.82456203
33,28,5,28,3.289235658,3.680342547,15.42917778
34,30,5.5,21,3.666893585,3.053096991,16.2081287
39,17,5.5,25,2.473896556,4.244746306,14.2550265
35,27,6,28,2.87984542,4.074983691,14.91493238
37,30,8.5,27,2.859222066,4.503221914,13.49283706
35,26,10,22,2.33413876,4.716884991,11.62522427
37,26,11.5,20,2.050397188,5.510081471,10.6768195
39,25,8,30,2.18022229,4.939755114,13.45143086
33,24,9,25,2.274232623,4.282369931,11.82036226
32,24,9.5,21,2.358492931,4.289151745,11.47186102
40,32,11.5,26,2.450123562,5.545527514,11.36713361
41,23,10.5,30,1.672935985,5.105423449,11.14236589
34,19,11,21,1.792085424,4.143786656,10.08672408
34,17,10,26,1.817768129,3.950774148,10.37032825
38,29,10,20,2.615682166,5.489359741,12.65040206
37,19,10.5,27,1.729145266,4.33462272,10.36530697
38,18,5.5,30,2.346192331,4.992672284,13.8854554
36,26,8.5,27,2.382072725,4.539951613,12.82911986
34,29,9,25,2.881503085,4.368061451,12.36906124
30,32,8.5,29,3.756584902,4.232525957,11.69516376
30,29,5,26,3.788227314,3.205910167,14.86208889
31,23,6.5,21,2.732097389,3.679366001,13.65445571
38,16,6.5,27,2.408199612,4.513206147,12.86660623
36,28,9,26,2.572816157,4.555962701,12.6582283
34,18,11.5,23,1.629996893,3.807370386,9.559449085
36,27,11,25,2.104355427,4.817574504,10.79778067
36,30,10.5,28,2.500725058,4.838710644,11.26611709
41,30,11,20,2.405107208,6.367561324,12.38739517
30,20,5,23,2.629818103,3.615556933,14.0718195
36,18,10,29,1.742003607,4.409453666,10.44168925
36,17,11.5,20,1.815143734,4.22164209,9.589763634
39,27,5,23,2.820358474,3.421594794,17.54416023
37,22,8.5,21,2.232910479,4.592121289,12.87187038
40,19,7,25,2.297570267,4.484215829,13.65982487
41,31,6,30,2.992124183,4.071339228,17.07725633
31,27,5.5,29,3.179130558,4.148343196,14.2726464
31,31,8.5,28,3.477900713,4.20350279,12.0017895
41,31,6,26,3.076076918,3.716371825,17.56911505
32,18,9,21,2.095628598,3.9022447,11.29808576
33,31,10,26,3.085543757,4.468158442,11.23363589
39,32,7,30,3.186854942,4.2703956,15.54978365
41,18,7,26,2.340618844,4.586358438,13.4239443
41,26,5.5,23,2.581250118,3.862002969,17.35558491
30,20,6.5,28,2.329347089,4.53897313,12.67207628
40,32,9.5,29,2.732452281,4.9941625,13.27028548
30,22,11,21,1.940721712,3.981264284,9.990160382
31,29,9,30,2.875217045,4.624890205,11.44952526
38,27,6.5,22,2.774629593,4.015601108,15.80949819
37,17,10.5,28,1.762282723,4.19319045,10.00846948
30,24,7,24,2.748641729,3.846472518,12.95769033
33,19,11.5,25,1.528902059,3.769901689,9.566948641
35,31,9,23,3.236085896,4.466350603,12.87377188
41,22,11,27,1.6822842,4.950616041,10.72320943
41,25,7,24,2.382478476,4.485516307,15.42286308
34,26,6,30,2.7504964,4.527407779,14.35559217
39,30,11.5,21,2.39548454,5.976118443,11.32047656
30,29,8.5,27,3.184159537,4.151328999,11.80964339
34,18,5,29,2.381470942,4.806662464,13.82118168
37,18,10,21,2.015614782,4.438236699,10.91237509
33,27,6,24,3.113141718,3.568718765,14.77336974
41,26,8.5,22,2.322720743,5.069650936,14.28545309
38,28,9,27,2.435944735,4.738451683,13.00801054
40,21,6,29,2.28794644,4.721498963,14.65941417
31,20,8.5,27,2.040830322,4.264218726,11.49424799
41,21,10.5,27,1.776965914,4.877629124,10.9851598
36,29,8,25,2.913467061,4.273435057,13.79482349
38,23,9,21,2.192172956,4.846075887,12.74674755
40,17,5,23,2.526717534,4.051558705,15.05582593
32,19,10.5,25,1.718044876,3.855572338,10.20774635
33,26,11,27,2.009257628,4.455961397,10.23077244
34,19,9.5,25,1.919299083,4.131465705,11.0210405
35,27,8,24,2.719288248,4.246443703,13.4190829
33,22,10,24,1.972961836,4.206085993,10.91844351
36,30,9,22,3.008609109,4.656793856,13.13443048
40,32,7,21,3.31613698,4.221537875,16.86224637
36,29,8.5,29,2.696566776,4.63035964,12.99955543
39,30,11.5,25,2.246447168,5.414504847,11.06825138
33,17,6.5,20,2.413577106,3.821719509,13.12378289
38,23,9.5,21,2.123650694,4.93964343,12.28272173
38,18,7,21,2.365386267,4.289505749,13.50368836
37,31,7.5,26,3.218040015,4.101813751,14.70332554
39,28,5.5,25,2.871122364,3.629672826,16.99348943
31,20,6.5,22,2.471095769,3.774136939,13.20150026
31,18,11,26,1.54470519,3.616838629,9.762180178
31,27,8.5,21,2.978637218,4.077360661,12.30121997
37,19,8,24,2.186394819,4.340668892,12.51620253
31,28,9.5,28,2.68103974,4.415421056,11.12891406
41,31,7,25,2.990313469,4.173931749,16.55522161
33,23,9,24,2.220428981,4.230605481,11.78694649
40,21,8.5,25,2.107073101,4.705311973,12.8021477
31,18,7.5,28,2.100852677,4.493790942,11.87952384
32,26,9,27,2.467704865,4.360603074,11.68997821
39,22,11.5,27,1.565903844,4.707568475,10.11612056
38,18,7.5,20,2.337168197,4.422273046,13.16194167
34,25,10,21,2.299782597,4.634755673,11.43328169
30,26,8,23,2.90205298,3.895348519,12.35236258
35,22,5,29,2.486079286,4.50192167,14.8204256
41,29,11.5,23,2.101432618,5.892986927,11.50462539
36,16,8,27,2.187431778,4.365242151,11.61123156
34,23,10.5,29,1.725134497,4.538197304,10.50143843
35,26,10,25,2.227960684,4.57954498,11.45466935
40,25,10,20,2.136074601,5.591273735,12.53285718
35,27,11.5,21,2.199070131,5.12147891,10.37421831
33,23,7,28,2.402544231,4.458674034,13.11103922
38,21,11.5,23,1.690426762,4.701360285,10.10372814
35,30,8.5,21,3.195350166,4.452321717,13.45610373
39,29,10,28,2.297162257,5.020939488,12.2786345
38,32,7.5,22,3.421148417,4.186233184,15.52034228
38,16,11.5,22,1.891152039,4.105251862,9.390708983
33,23,5,28,2.648767562,4.224555079,14.69566998
41,20,8.5,26,2.108069244,4.762803112,12.61992283
41,19,10,22,2.044110107,4.957557247,11.36954321
39,26,8.5,28,2.240804279,4.792092161,13.32576895
31,20,10,24,1.882056532,3.89694937,10.5950951
40,32,10.5,21,2.823720297,5.898112769,12.83683761
35,16,6.5,30,2.260999328,5.027120304,12.36814295
40,23,6.5,22,2.390529888,4.327216607,15.44327865
33,24,5,28,2.745265968,4.129817976,14.85752306
40,29,5.5,24,2.944315653,3.552513346,17.63363746
33,20,9,23,2.081422499,4.093646154,11.52555093
36,31,9.5,23,3.066863911,4.734035421,12.62767248
31,32,11,30,3.021164372,4.64594084,9.732136941
33,23,10,21,2.148259291,4.393636158,11.13367024
35,17,9.5,29,1.828417879,4.389381486,10.60165227
39,23,7,27,2.281126939,4.527321482,14.25213092
35,16,7.5,27,2.219641814,4.378314687,11.89934591
31,16,9,25,1.963318457,3.790413304,10.83891033
30,20,6.5,24,2.444707757,3.901106057,12.92270232
33,18,10.5,20,1.896338988,4.020579543,10.33180865
41,27,9,20,2.379853388,5.519492912,14.13203101
39,29,9.5,21,2.60717879,5.311291488,13.33775212
40,30,10,22,2.573713217,5.506704704,13.08776771
38,21,10,23,1.944062038,4.682549975,11.38230964
31,22,9.5,21,2.205287912,4.081018416,11.20429106
35,31,6,25,3.623993896,3.351981609,15.73300183
34,26,8.5,21,2.657637211,4.368865877,12.85956302
41,32,6.5,22,3.258269185,3.954176671,17.67903428
39,24,8.5,22,2.260625555,4.802088905,13.49312532
32,25,8.5,24,2.541132512,4.14168698,12.19986287
41,28,9,21,2.452571988,5.39017501,14.21527364
32,27,6.5,21,3.197023764,3.577415909,14.31627991
36,16,8.5,29,2.06409227,4.560647679,11.1383471
39,16,5.5,27,2.510261701,4.505148766,13.75445471
41,29,11.5,30,1.8314831,5.415014829,11.03162843
31,29,8.5,22,3.299036137,4.019314678,12.32027302
37,26,9.5,23,2.306815193,4.785214854,12.38556185
37,20,8,24,2.184143735,4.373513142,12.71210081
38,26,5.5,23,2.739563275,3.66749305,16.52136115
33,24,10.5,29,1.817842307,4.526689152,10.46558717
31,32,11.5,23,3.260302158,4.635083362,9.532309131
35,23,5,20,2.698599325,3.460465842,15.9316545
38,16,9,29,2.072990458,4.551763839,10.86223674
37,18,6.5,22,2.384747665,4.122119652,13.69787302
31,31,10.5,22,3.314549643,4.496410066,10.51928368
30,17,10.5,27,1.578146445,3.65956171,9.969720365
37,24,8.5,23,2.291262286,4.544312168,13.04262872
40,30,7,30,2.792978823,4.492240985,15.52707834
41,20,7,22,2.318409696,4.565859917,14.380692
34,22,10.5,29,1.666693532,4.482189182,10.42556566
35,24,9,23,2.276779342,4.437136147,12.25365603
32,20,7,23,2.369651926,3.933523576,12.90465458
34,19,11,23,1.722527513,4.000782525,10.0155774
33,19,11.5,29,1.351555825,3.955392251,9.472341243
39,16,6,22,2.532280057,4.153374309,13.85257006
38,30,9.5,21,2.813655489,5.188763889,13.20450535
34,28,7,27,2.98202151,4.083204206,13.97134615
31,16,11.5,20,1.691890414,3.369029606,9.425553273
37,23,10.5,30,1.664380919,4.82059836,10.7357267
36,18,10.5,25,1.794725856,4.110087954,10.26826569
38,26,11,28,1.82231449,4.927785366,10.85342471
39,20,9.5,23,2.025441084,4.69005378,11.74548972
32,29,8.5,24,3.15055194,4.089726857,12.43212341
36,26,6,30,2.648856713,4.522759178,14.80993822
40,21,6.5,26,2.296197655,4.454456524,14.52278464
40,28,7,25,2.662444829,4.287359972,15.69890159
38,18,8.5,20,2.241597214,4.562274913,12.30659646
37,28,8,24,2.734848883,4.382369882,14.00655978
37,16,9.5,30,1.920261223,4.539634764,10.4290257
38,31,5.5,21,3.46762805,3.247815372,17.71909335
38,22,5.5,30,2.351880928,4.761106727,14.87578105
41,26,5,22,2.617982139,3.634143565,18.02344061
32,18,6,23,2.415125335,3.857323045,13.32445084
35,19,6,30,2.264093973,4.985057558,13.34824268
34,27,10,30,2.180292334,4.795173141,11.09473308
31,27,9,25,2.745653275,4.166243788,11.6591399
39,17,6,27,2.415686607,4.522619512,13.63932909
36,24,6,21,2.64615426,3.833085366,15.33405085
30,18,7.5,30,2.026119572,4.917929865,11.70564932
37,22,6,25,2.421925007,4.109366408,14.75126853
36,27,10.5,21,2.348670117,5.094538793,11.48103977
38,26,7.5,20,2.602744092,4.565181974,14.80795058
38,30,8.5,27,2.792077954,4.574496247,13.74372769
37,31,5.5,26,3.471605586,3.288259658,16.79314602
31,26,5,20,3.295849994,3.016013639,15.38195806
30,17,6.5,25,2.304725329,4.061202846,12.46465476
38,31,8,27,3.033392896,4.378269798,14.37516535
33,21,5.5,27,2.475249724,4.252789564,14.05270062
30,25,8.5,26,2.560933505,4.150623257,11.75479944
41,21,7.5,25,2.218521412,4.647795323,13.86837322
30,32,10.5,20,3.723025884,4.591882685,10.33745814
33,16,11,28,1.54770731,3.677400514,9.549178824
36,16,7.5,20,2.383745507,4.124648174,12.47815925
36,28,8.5,27,2.623698125,4.50189248,13.05211342
37,31,6,26,3.415651032,3.510378365,16.26636691
37,16,10.5,23,1.979700265,4.030587146,10.0756918
33,27,11,28,2.090758283,4.543898403,10.21688838
35,20,11,26,1.632100034,4.160457786,10.05732109
39,23,5.5,26,2.439333692,4.100607239,15.7505164
40,24,9.5,28,1.940604942,4.955858072,12.23281827
40,23,6.5,30,2.251875385,4.85680663,14.59779372
40,26,5,21,2.6799447,3.583428999,17.85489274
30,29,9.5,21,3.229104417,4.210966823,11.26079709
33,24,10.5,28,1.863032589,4.439024285,10.50415925
38,31,10.5,21,2.802786594,5.558355419,12.2314104
33,20,8.5,23,2.157017246,4.08547056,11.90127814
39,19,5,24,2.441642927,4.008016534,15.37282503
32,16,9,27,1.921032236,4.044681407,10.78796846
32,29,9,22,3.132119283,4.2408319,12.10206114
30,19,11,20,1.799516997,3.732852844,9.909061457
40,31,8.5,26,2.840135042,4.686926656,14.49157024
31,25,5,26,3.02385879,3.668041142,14.71897371
36,16,5.5,29,2.40593177,4.861905915,13.23253714
34,17,8,28,2.069478517,4.468134796,11.61526322
40,20,7,22,2.318136903,4.475735745,14.21279041
39,22,10,22,1.984940208,4.966335321,11.73216435
36,18,7,29,2.188620101,4.776069864,12.60029509
35,28,5,25,3.203175342,3.270433687,16.31173517
35,19,8.5,25,2.081573675,4.249814458,11.84483833
41,30,5,25,3.028788811,3.275797559,18.61698348
32,19,9.5,25,1.903781613,3.988665059,10.88488131
41,16,8,20,2.476953819,4.701168664,12.54978401
41,21,5.5,25,2.37386472,4.207823749,15.75749162
31,21,9,22,2.184626239,3.980777901,11.45991685
32,27,8.5,26,2.741909394,4.222837189,12.21111359
38,19,9,27,1.992612727,4.545602765,11.59636817
37,18,10.5,27,1.755274221,4.239325036,10.21391955
36,22,8,26,2.190077799,4.42989697,12.77570812
38,23,8,29,2.120047454,4.809379315,13.01367657
40,18,6.5,20,2.426828047,4.415566262,14.33567285
30,26,8.5,30,2.535158598,4.696001178,11.59697156
30,17,7,24,2.268990973,3.912885789,12.20271016
39,28,6,25,2.825791016,3.837478515,16.46996411
33,32,9.5,21,3.600008974,4.54813246,12.01756982
33,25,7,20,2.816204558,3.918175168,13.96446785
36,18,5.5,26,2.399218488,4.259456007,13.99678129
32,31,7.5,30,3.500705863,4.3341849,13.00489048
37,22,6.5,21,2.442151361,4.123977203,14.68771879
30,23,11,23,1.947752381,3.968374051,9.959658004
38,30,9,28,2.673272287,4.738879237,13.15753244
31,24,5,29,2.817591689,4.388499035,14.33518348
40,29,10.5,29,2.117306941,5.203431088,11.91041953
40,32,6.5,29,3.199622031,4.003190026,16.5113788
39,17,9,29,2.047944732,4.664487068,11.11966525
38,26,8.5,26,2.335182924,4.631648824,13.29545051
36,30,11.5,24,2.455023179,5.105545886,10.53054832
33,23,7,29,2.370973813,4.63145542,13.0393759
37,23,5,20,2.610185234,3.592394162,16.42677699
31,29,11,25,2.660267651,4.380247108,10.00968289
35,32,10,27,3.086845676,4.642098787,11.66207571
40,23,11.5,28,1.551620618,4.901569451,10.28457629
37,20,6.5,22,2.374358526,4.129849001,14.16023287
36,31,8.5,30,2.992029761,4.643372146,13.09441976
34,31,6.5,29,3.530463288,3.950908774,14.5544231
39,30,5.5,24,3.16545669,3.390555999,17.51383909
31,21,6,28,2.440081653,4.488013127,13.27960783
40,22,10.5,27,1.759385603,4.856597602,11.06737613
41,21,10,27,1.856724242,4.884556847,11.42601938
31,27,8.5,26,2.800800618,4.169121201,12.01622163
33,17,10,25,1.825965836,3.829061896,10.38060884
32,18,5.5,21,2.493429985,3.65453785,13.84839739
35,23,7.5,25,2.361722296,4.252582749,13.26575503
32,16,8,21,2.239514097,3.783363259,11.71805002
37,17,5,24,2.487463859,4.009702587,14.48108354
40,28,9.5,27,2.261565177,5.005030315,12.93637618
38,17,6,21,2.469492503,4.091775701,14.09882047
41,19,5,27,2.41787738,4.379908202,15.38577386
38,18,11,28,1.663525679,4.276034255,9.827536962
39,21,11,29,1.582851106,4.701315081,10.28449758
31,28,6,27,3.344660238,3.774151115,14.10440074
38,27,6,21,2.834941749,3.83517561,16.4350018
37,30,8,25,3.00178975,4.307933024,14.16586532
34,16,10.5,21,1.928825855,3.806664123,10.09122116
41,21,8,26,2.147372429,4.744857095,13.31048419
41,27,5.5,20,2.692713931,3.915519353,17.98628403
32,24,6.5,25,2.692555088,3.933222879,13.67192415
35,26,6.5,30,2.631816177,4.606016893,14.14642207
38,25,9,29,2.080142819,4.868929508,12.45666418
33,19,11,25,1.631729999,3.860713425,9.908770523
41,29,11,28,2.016888294,5.367560421,11.67141925
34,32,7.5,29,3.576325719,4.134025256,13.67328747
30,32,6,20,4.5138541,2.844835245,14.64153261
36,23,8,26,2.241631641,4.432993441,12.93219671
35,18,9,21,2.121533178,4.196070077,11.54248304
31,24,6.5,26,2.711013365,4.027244882,13.40230098
33,23,7.5,20,2.55019672,4.070063094,13.27837947
35,24,9.5,24,2.163466763,4.473062868,11.76178762
32,32,8.5,26,3.695795825,4.033002601,12.39465315
39,18,5.5,26,2.419431535,4.328021908,14.43604749
33,24,8.5,22,2.452754364,4.205570062,12.40881756
36,20,10,30,1.68243806,4.662821406,10.67306653
41,32,5.5,25,3.301543925,3.309811294,18.47644225
31,32,8,26,3.888755079,3.841805033,12.58772964
32,25,11,21,2.183457503,4.491733833,10.28847404
39,25,6,21,2.587847936,4.026236041,16.28674349
40,21,9,23,2.089602077,4.818451074,12.5133015
39,23,6.5,22,2.41729111,4.243985367,15.22497973
36,19,8.5,28,2.004183815,4.554633574,11.74544142
37,20,7,24,2.294800785,4.262384946,13.55185698
32,24,7.5,20,2.69154072,3.982020629,13.20192473
31,22,6,21,2.69108883,3.597437041,13.93257202
32,16,5,29,2.382802654,4.964903172,13.16553053
36,20,8.5,28,2.005978675,4.584826704,11.91254748
39,32,11.5,29,2.382429776,5.298702199,10.95272182
39,25,10.5,22,2.030074705,5.259620612,11.72228194
37,24,10.5,27,1.835464581,4.705320614,11.00860768
36,31,5,23,3.675767315,2.82053376,17.32900366
35,18,8.5,26,2.05843571,4.269814357,11.62014646
35,22,9.5,30,1.820153294,4.774685005,11.20967673
40,19,9,28,2.007831943,4.744799722,11.69655328
35,28,9.5,27,2.498097188,4.591588105,11.92917955
40,31,8.5,21,2.969666706,5.038743867,14.97805749
30,19,9.5,29,1.733676557,4.330912797,10.63442731
37,22,8.5,26,2.107815913,4.528945039,12.49888776
40,27,5.5,30,2.610142579,4.326300952,16.46989107
38,22,6.5,22,2.403586743,4.184004326,14.79060897
39,26,5,28,2.64866235,3.942570845,16.71150077
34,21,10,27,1.804121908,4.318059086,10.78813672
35,18,11.5,20,1.758067635,4.226748553,9.684724904
35,20,8.5,24,2.120305458,4.254363895,12.06498852
33,30,10,30,2.706743485,4.732625929,11.01518025
37,32,10,29,2.847343338,4.870091528,12.01115149
30,18,8.5,22,2.136164495,3.751829201,11.44079025
41,28,8,22,2.554510163,4.886583388,15.20791592
31,23,5,29,2.706661687,4.489397786,14.20306851
41,22,10,21,2.005454503,5.360259753,12.0735256
39,16,5,29,2.515166288,4.834630445,13.9412578
32,30,11.5,22,2.803844149,4.772015661,9.841722903
40,28,6.5,25,2.715256802,4.097576265,16.22712265
37,20,8,20,2.264804177,4.493675639,13.02411317
39,16,10,20,2.203484249,4.575491415,10.70510085
37,28,11,21,2.330660795,5.404993895,11.26515869
31,29,10,29,2.699841319,4.530549238,10.6837277
30,22,10.5,22,2.003178573,3.943940318,10.32351049
39,32,10,29,2.705125364,5.030102763,12.49432137
34,20,9.5,24,1.967975285,4.176382643,11.19380185
33,25,8.5,23,2.528605887,4.203791731,12.43942595
39,31,8.5,27,2.88073485,4.609465138,14.12525126
39,27,10.5,23,2.158928073,5.26788483,11.91103018
35,27,8,23,2.747740122,4.249356871,13.49674353
36,30,9,26,2.876114414,4.523605267,12.8339527
35,26,8.5,24,2.520585552,4.368090288,12.85196028
35,18,6,27,2.332801723,4.428928264,13.39168121
34,18,8.5,27,2.012893787,4.315775185,11.48897188
